TE,WR,RB,QB,gp_21,points21,projected22,actual21,passyd_21,passtds21,int21,runyds21,runtds21,run1st21,rec21,recyds21,rectds21,pass1st21,returnyds21,returntds21,twopoint21,fumble21,points20,project21,actual20,passyds20,passtd20,passint20,rushyds20,rushtd20,rush1st20,recepts20,recyds20,rectd20,rec1st20,fumble20,points19,actual19,passyds19,passtd19,passint19,rushyds19,rushtd19,rush1st19,recepts19,recyds19,rectd19,rec1st19,pt19,fumble19
0.0,0.0,0.0,0.0,17.0,44.0,2053.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,165.0,1.0,9.0,0.0,0.0,0.0,0.0,86.6730001,982.7,295.4,1.5,0.0,0.0,59.2,0.6,3.9,24.0,248.6,2.5,12.0,0.0,93.4360005,275.0,2.0,0.0,0.0,57.7,0.5,2.5,28.3,335.2,2.0,16.6,0.0,0.2
0.0,0.0,1.0,0.0,15.0,322.20001,33.0,26.0,0.0,0.0,0.0,752.0,15.0,53.0,37.0,375.0,3.0,18.0,0.0,0.0,0.0,0.0,197.42999,100.0,103.0,0.0,0.0,0.0,721.0,6.0,42.0,35.0,215.0,0.0,10.0,0.0,175.13,138.0,0.0,0.0,0.0,464.0,4.0,26.0,34.0,251.0,3.0,14.0,0.0,1.0
1.0,0.0,0.0,0.0,5.0,45.869999,328.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,193.0,1.0,9.0,0.0,0.0,0.0,0.0,126.79100130000002,506.7,225.3,2.8,0.0,0.0,33.2,0.5,1.8,39.0,421.0,3.5,22.3,0.1,47.470001,364.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,202.0,1.0,11.0,0.0,0.0
0.0,0.0,1.0,0.0,16.0,324.73001,88.0,24.0,0.0,0.0,0.0,618.0,6.0,29.0,52.0,548.0,5.0,26.0,434.0,0.0,0.0,0.0,181.7,2269.0,120.0,0.0,0.0,0.0,232.0,1.0,12.0,21.0,132.0,0.0,7.0,0.0,120.33,216.0,0.0,0.0,0.0,103.0,0.0,4.0,11.0,83.0,0.0,3.0,0.0,0.0
0.0,1.0,0.0,0.0,17.0,112.97,1884.0,252.0,0.0,0.0,0.0,2.0,0.0,1.0,31.0,406.0,3.0,22.0,77.0,0.0,0.0,0.0,62.27,1959.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,274.0,1.0,16.0,0.0,95.1690007,272.4,2.0,0.0,0.0,14.1,0.3,0.8,26.8,339.6,2.3,16.8,0.2,0.1
0.0,0.0,1.0,0.0,12.0,73.269997,2059.0,320.0,0.0,0.0,0.0,164.0,2.0,11.0,16.0,103.0,1.0,3.0,0.0,0.0,0.0,0.0,81.7140006,1094.5,308.3,0.0,0.0,0.0,94.4,0.7,4.9,20.7,233.9,2.2,10.7,0.3,160.0,156.0,0.0,0.0,0.0,498.0,5.0,22.0,30.0,213.0,2.0,10.0,0.0,1.0
1.0,0.0,0.0,0.0,17.0,187.39999,40.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1026.0,1.0,43.0,0.0,0.0,0.0,0.0,208.13400099999998,82.2,105.8,0.0,0.0,0.0,12.5,0.0,0.7,63.8,847.7,5.4,41.2,0.3,215.80400100000003,98.3,0.0,0.0,0.0,24.8,0.1,1.0,61.1,929.0,5.8,41.9,0.4,0.3
0.0,1.0,0.0,0.0,16.0,122.07,274.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,571.0,3.0,26.0,0.0,0.0,0.0,0.0,153.73400420000002,327.1,176.1,6.1,0.1,0.0,18.7,0.1,1.0,42.9,570.9,4.6,27.6,0.2,171.9330008,163.1,5.5,0.1,0.0,3.4,0.0,0.3,54.6,714.5,4.3,33.5,0.2,0.2
0.0,1.0,0.0,0.0,17.0,73.93,1875.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,329.0,1.0,18.0,0.0,0.0,1.0,1.0,126.77,1781.0,214.0,0.0,0.0,0.0,15.0,0.0,1.0,47.0,604.0,1.0,29.0,0.0,83.830002,293.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,359.0,1.0,16.0,0.0,1.0
0.0,1.0,0.0,0.0,5.0,81.730003,322.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,281.0,2.0,16.0,0.0,0.0,0.0,0.0,319.70001,14.0,22.0,0.0,0.0,0.0,1.0,0.0,1.0,90.0,1374.0,9.0,65.0,1.0,231.13,81.0,0.0,0.0,0.0,34.0,0.0,2.0,63.0,866.0,7.0,47.0,1.0,0.0
1.0,0.0,0.0,0.0,15.0,86.400002,1849.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,291.0,2.0,15.0,0.0,0.0,0.0,1.0,98.800003,142.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,387.0,1.0,26.0,0.0,44.599998,375.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,204.0,1.0,9.0,0.0,0.0
0.0,1.0,0.0,0.0,16.0,196.73,2047.0,120.0,0.0,0.0,0.0,50.0,0.0,3.0,33.0,272.0,2.0,14.0,1036.0,0.0,0.0,0.0,117.8,2286.0,228.0,0.0,0.0,0.0,70.0,0.0,3.0,20.0,201.0,0.0,8.0,0.0,86.6759996,287.0,0.0,0.0,0.0,78.8,0.6,3.7,16.3,200.2,1.3,9.1,0.0,0.3
0.0,0.0,1.0,0.0,17.0,164.57001,212.0,168.0,0.0,0.0,0.0,503.0,3.0,21.0,44.0,259.0,1.0,12.0,0.0,0.0,0.0,3.0,241.07001,60.0,60.0,0.0,0.0,0.0,642.0,6.0,38.0,59.0,373.0,2.0,17.0,1.0,157.6570013,177.7,0.0,0.0,0.0,443.4,2.8,21.2,29.9,241.0,2.0,11.0,0.1,0.5
0.0,0.0,0.0,1.0,12.0,287.98001,48.0,43.0,2882.0,16.0,13.0,767.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,374.78,46.0,12.0,2757.0,26.0,9.0,1005.0,7.0,56.0,0.0,0.0,0.0,0.0,4.0,472.67999,2.0,3127.0,36.0,6.0,1206.0,7.0,71.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,1.0,7.0,104.64,2068.0,261.0,1081.0,3.0,4.0,294.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,106.5170018,818.8,257.4,218.5,1.4,0.8,209.6,1.3,11.9,21.6,185.8,1.1,8.1,0.2,121.72799909999999,238.7,351.4,1.6,1.4,296.4,1.8,15.1,24.3,187.4,0.6,9.2,0.3,0.9
0.0,0.0,1.0,0.0,16.0,182.27,331.0,139.0,0.0,0.0,0.0,576.0,5.0,31.0,34.0,190.0,1.0,9.0,0.0,0.0,0.0,0.0,164.346002,316.5,161.5,0.0,0.0,0.0,586.2,3.8,31.5,26.8,198.7,1.0,7.7,0.5,235.92999,76.0,0.0,0.0,0.0,656.0,2.0,31.0,59.0,410.0,4.0,17.0,0.0,2.0
1.0,0.0,0.0,0.0,17.0,348.73001,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,1361.0,9.0,75.0,0.0,0.0,2.0,0.0,197.73,61.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,701.0,7.0,37.0,0.0,242.8,67.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,852.0,10.0,44.0,0.0,1.0
0.0,0.0,1.0,0.0,14.0,139.10001,336.0,215.0,0.0,0.0,0.0,501.0,6.0,36.0,10.0,75.0,0.0,2.0,0.0,0.0,0.0,0.0,168.33,115.0,145.0,0.0,0.0,0.0,656.0,4.0,36.0,23.0,176.0,1.0,8.0,0.0,188.37,123.0,0.0,0.0,0.0,637.0,5.0,38.0,34.0,235.0,1.0,9.0,0.0,0.0
0.0,1.0,0.0,0.0,14.0,41.669998,2306.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,202.0,0.0,10.0,22.0,0.0,0.0,0.0,73.87100110000002,1520.0,320.1,0.0,0.0,0.0,120.6,1.0,7.0,16.7,187.5,1.3,8.1,0.0,88.2700007,285.0,2.0,0.0,0.0,74.1,0.6,3.6,26.3,289.2,1.4,14.1,0.0,0.2
0.0,1.0,0.0,0.0,12.0,117.33,67.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,515.0,1.0,29.0,0.0,0.0,0.0,0.0,167.410001,285.9,170.9,0.0,0.0,0.0,17.3,0.3,1.1,52.0,683.7,3.9,35.0,0.3,191.64700299999998,142.1,0.0,0.0,0.0,15.7,0.1,0.7,58.1,815.2,4.6,39.4,0.0,0.1
0.0,0.0,1.0,0.0,13.0,134.63,339.0,225.0,0.0,0.0,0.0,345.0,4.0,22.0,23.0,197.0,1.0,12.0,0.0,0.0,0.0,1.0,127.43,98.0,212.0,0.0,0.0,0.0,481.0,4.0,30.0,14.0,95.0,1.0,5.0,0.0,154.720999,186.4,0.0,0.0,0.0,501.0,4.5,25.5,24.0,184.8,1.2,8.2,0.2,0.7
0.0,1.0,0.0,0.0,16.0,172.2,326.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,693.0,1.0,34.0,0.0,0.0,1.0,0.0,236.27,146.0,63.0,20.0,1.0,0.0,0.0,0.0,0.0,82.0,967.0,4.0,53.0,0.0,207.87,106.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,778.0,6.0,37.0,2.0,0.0
0.0,1.0,0.0,0.0,17.0,330.67001,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,1225.0,10.0,66.0,0.0,0.0,0.0,0.0,366.42999,10.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,127.0,1535.0,8.0,73.0,0.0,230.42999,82.0,0.0,0.0,0.0,61.0,0.0,3.0,63.0,1130.0,6.0,41.0,0.0,3.0
1.0,0.0,0.0,0.0,15.0,193.53,89.0,123.0,0.0,0.0,0.0,4.0,0.0,0.0,49.0,587.0,9.0,31.0,0.0,0.0,1.0,0.0,77.199997,227.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,288.0,3.0,14.0,2.0,86.769997,285.0,0.0,0.0,0.0,9.0,0.0,1.0,28.0,388.0,2.0,15.0,0.0,0.0
0.0,1.0,0.0,0.0,15.0,138.67,198.0,216.0,0.0,0.0,0.0,47.0,1.0,4.0,20.0,178.0,1.0,13.0,731.0,0.0,0.0,1.0,128.78,1790.0,206.0,12.0,1.0,0.0,9.0,0.0,2.0,30.0,282.0,5.0,17.0,0.0,79.730003,300.0,0.0,0.0,0.0,49.0,0.0,4.0,27.0,254.0,1.0,12.0,0.0,0.0
0.0,0.0,0.0,1.0,17.0,456.57999,32.0,3.0,4407.0,36.0,15.0,763.0,6.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,420.66,41.0,3.0,4544.0,37.0,10.0,421.0,8.0,38.0,1.0,12.0,1.0,1.0,6.0,312.56,18.0,3089.0,20.0,9.0,510.0,9.0,42.0,0.0,0.0,0.0,0.0,3.0,4.0
0.0,0.0,1.0,0.0,5.0,78.730003,324.0,304.0,0.0,0.0,0.0,330.0,3.0,18.0,4.0,41.0,0.0,3.0,0.0,0.0,0.0,0.0,95.099998,281.0,276.0,0.0,0.0,0.0,235.0,1.0,11.0,28.0,249.0,1.0,8.0,2.0,177.33,136.0,0.0,0.0,0.0,410.0,2.0,17.0,44.0,410.0,3.0,18.0,0.0,1.0
0.0,1.0,0.0,0.0,16.0,148.60001,61.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,549.0,6.0,29.0,0.0,0.0,0.0,0.0,157.92999,235.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,599.0,7.0,27.0,0.0,148.955999,187.1,3.5,0.1,0.0,2.5,0.0,0.1,47.6,619.0,3.7,29.6,0.2,0.2
0.0,1.0,0.0,0.0,12.0,121.8,259.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,447.0,2.0,23.0,0.0,0.0,2.0,1.0,194.52,153.0,105.0,43.0,1.0,0.0,14.0,0.0,1.0,59.0,699.0,6.0,32.0,0.0,222.92999,90.0,0.0,0.0,0.0,4.0,0.0,0.0,78.0,833.0,6.0,41.0,0.0,0.0
0.0,1.0,0.0,0.0,14.0,151.83,262.0,188.0,0.0,0.0,0.0,31.0,0.0,2.0,42.0,626.0,4.0,31.0,0.0,0.0,0.0,0.0,184.60001,225.0,115.0,0.0,0.0,0.0,12.0,0.0,1.0,61.0,726.0,5.0,33.0,0.0,212.33,101.0,35.0,1.0,0.0,0.0,0.0,0.0,66.0,869.0,5.0,41.0,1.0,0.0
0.0,1.0,0.0,0.0,13.0,58.599998,2411.0,345.0,0.0,0.0,0.0,21.0,0.0,1.0,24.0,213.0,1.0,11.0,3.0,0.0,0.0,1.0,76.3840007,1549.9,316.6,1.5,0.0,0.0,84.6,0.6,5.0,19.8,206.0,1.6,9.4,0.0,59.900002,341.0,0.0,0.0,0.0,47.0,1.0,2.0,13.0,177.0,1.0,8.0,0.0,0.0
0.0,0.0,1.0,0.0,17.0,247.2,58.0,73.0,0.0,0.0,0.0,870.0,7.0,44.0,40.0,228.0,1.0,11.0,0.0,0.0,0.0,0.0,178.63,110.0,127.0,0.0,0.0,0.0,687.0,2.0,40.0,38.0,269.0,0.0,8.0,1.0,183.42999,126.0,0.0,0.0,0.0,775.0,2.0,37.0,29.0,194.0,2.0,5.0,0.0,1.0
0.0,0.0,0.0,1.0,14.0,192.53,230.0,124.0,3010.0,17.0,13.0,134.0,1.0,12.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,3.0,265.42001,128.0,47.0,3563.0,26.0,8.0,165.0,1.0,18.0,1.0,6.0,0.0,1.0,4.0,238.17999,71.0,3827.0,22.0,21.0,141.0,3.0,15.0,0.0,0.0,0.0,0.0,1.0,2.0
0.0,0.0,0.0,1.0,12.0,178.28,318.0,146.0,2527.0,9.0,13.0,222.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,143.02,197.0,182.0,2208.0,9.0,11.0,217.0,2.0,13.0,0.0,0.0,0.0,0.0,2.0,191.16,119.0,3024.0,19.0,13.0,62.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0
0.0,1.0,0.0,0.0,13.0,52.669998,2420.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,250.0,1.0,10.0,0.0,0.0,0.0,0.0,73.87100109999999,1520.0,320.1,0.0,0.0,0.0,120.6,1.0,7.0,16.7,187.5,1.3,8.1,0.0,88.2700007,285.0,2.0,0.0,0.0,74.1,0.6,3.6,26.3,289.2,1.4,14.1,0.0,0.2
0.0,1.0,0.0,0.0,17.0,273.13,29.0,52.0,0.0,0.0,0.0,48.0,0.0,4.0,93.0,1157.0,4.0,60.0,22.0,0.0,1.0,1.0,233.73,45.0,66.0,0.0,0.0,0.0,22.0,0.0,1.0,66.0,1193.0,4.0,53.0,0.0,269.42999,44.0,0.0,0.0,0.0,40.0,0.0,3.0,87.0,1175.0,4.0,63.0,0.0,1.0
0.0,0.0,1.0,0.0,7.0,159.07001,4.0,181.0,0.0,0.0,0.0,442.0,1.0,20.0,37.0,343.0,1.0,21.0,0.0,0.0,0.0,0.0,99.43,1.0,268.0,0.0,0.0,0.0,225.0,5.0,14.0,17.0,149.0,1.0,8.0,0.0,530.70001,1.0,0.0,0.0,0.0,1387.0,15.0,57.0,116.0,1005.0,4.0,58.0,1.0,0.0
0.0,1.0,0.0,0.0,16.0,117.13,2551.0,245.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,35.0,0.0,1.0,1109.0,1.0,0.0,2.0,128.67,2429.0,207.0,0.0,0.0,0.0,-3.0,0.0,0.0,4.0,34.0,0.0,2.0,2.0,94.730003,268.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,20.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,17.0,179.89999,340.0,144.0,0.0,0.0,0.0,612.0,5.0,36.0,25.0,174.0,1.0,8.0,21.0,0.0,0.0,1.0,138.92900100000003,357.5,202.4,0.0,0.0,0.0,460.7,3.0,25.4,23.4,179.7,1.1,7.6,0.3,165.49799909999996,166.0,0.0,0.0,0.0,552.0,4.4,29.4,25.3,197.8,1.7,9.6,0.2,0.8
1.0,0.0,0.0,0.0,16.0,62.200001,290.0,340.0,0.0,0.0,0.0,11.0,1.0,1.0,20.0,180.0,1.0,10.0,21.0,0.0,1.0,0.0,146.03400030000003,501.7,205.3,2.8,0.0,0.0,32.9,0.6,2.0,43.3,483.6,4.3,25.9,0.1,99.4369995,270.1,0.0,0.0,0.0,73.5,0.1,2.7,28.0,328.9,2.8,16.7,0.1,0.2
0.0,1.0,0.0,0.0,15.0,66.330002,1887.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,275.0,1.0,16.0,0.0,0.0,0.0,0.0,134.92999,257.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,599.0,4.0,26.0,0.0,107.21600039999998,256.2,2.0,0.0,0.0,8.1,0.0,0.3,31.5,406.0,2.8,20.1,0.2,0.1
0.0,0.0,1.0,0.0,9.0,117.8,154.0,243.0,0.0,0.0,0.0,566.0,3.0,22.0,9.0,123.0,0.0,6.0,0.0,0.0,0.0,1.0,163.49900199999996,344.7,170.9,0.0,0.0,0.0,559.8,3.6,29.7,26.2,193.2,1.5,8.7,0.3,168.01399880000002,165.4,0.0,0.0,0.0,521.5,3.9,25.6,28.6,248.6,1.6,11.5,0.3,0.9
0.0,1.0,0.0,0.0,17.0,159.2,181.0,180.0,0.0,0.0,0.0,36.0,0.0,1.0,53.0,519.0,5.0,27.0,0.0,0.0,0.0,0.0,175.4220003,271.0,161.5,9.2,0.1,0.0,25.8,0.5,1.6,56.5,688.1,3.8,36.5,0.5,194.39400070000002,136.1,2.6,0.1,0.1,17.4,0.1,1.0,63.4,817.2,4.0,40.6,0.1,0.1
1.0,0.0,0.0,0.0,7.0,52.27,341.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,244.0,0.0,10.0,0.0,0.0,1.0,0.0,57.470001,1795.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,262.0,0.0,12.0,0.0,47.200001,366.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,153.0,2.0,7.0,0.0,0.0
1.0,0.0,0.0,0.0,15.0,61.130001,350.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,167.0,3.0,10.0,0.0,0.0,1.0,0.0,176.39999,309.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,456.0,8.0,32.0,0.0,114.8,231.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,447.0,3.0,23.0,0.0,0.0
0.0,1.0,0.0,0.0,17.0,211.97,263.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,568.0,5.0,32.0,621.0,0.0,0.0,1.0,77.07,1820.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,160.0,1.0,9.0,0.0,42.43,385.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,170.0,1.0,7.0,0.0,0.0
0.0,0.0,0.0,1.0,6.0,92.160004,349.0,282.0,1154.0,11.0,3.0,20.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137.2199999,371.1,211.5,388.9,2.0,1.7,187.6,2.1,11.9,27.2,264.2,2.3,14.0,0.9,143.5600011,217.2,912.6,5.8,3.9,255.9,1.4,15.1,15.9,159.7,1.6,8.1,0.5,1.6
0.0,0.0,1.0,0.0,13.0,257.97,35.0,65.0,0.0,0.0,1.0,849.0,7.0,55.0,42.0,301.0,0.0,18.0,0.0,0.0,0.0,1.0,322.20001,28.0,20.0,0.0,0.0,0.0,1070.0,8.0,59.0,54.0,438.0,2.0,25.0,1.0,211.23,103.0,0.0,0.0,0.0,889.0,6.0,50.0,25.0,185.0,1.0,7.0,0.0,2.0
0.0,0.0,0.0,1.0,12.0,148.8,118.0,197.0,1870.0,7.0,10.0,420.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,224.441003,162.3,104.4,2615.2,16.4,8.8,368.2,3.5,23.2,1.0,10.7,0.1,0.5,3.4,232.1629989,116.1,2762.5,19.9,9.8,276.7,2.3,18.7,2.0,23.6,0.6,1.4,1.2,3.1
1.0,0.0,0.0,0.0,17.0,129.8,122.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,612.0,0.0,29.0,0.0,0.0,0.0,0.0,69.900002,147.0,323.0,0.0,0.0,0.0,-3.0,0.0,0.0,28.0,243.0,2.0,12.0,1.0,157.97200149999998,185.3,5.8,0.0,0.0,7.2,0.0,0.5,50.5,665.7,3.9,30.9,0.2,0.4
0.0,1.0,0.0,0.0,15.0,54.330002,2449.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,230.0,0.0,14.0,0.0,0.0,0.0,0.0,77.6140003,1566.5,314.4,1.5,0.0,0.0,53.1,0.3,3.3,22.4,240.2,1.7,11.2,0.0,98.93,261.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,329.0,4.0,20.0,0.0,0.0
0.0,1.0,0.0,0.0,17.0,244.53,74.0,76.0,0.0,0.0,0.0,32.0,1.0,2.0,81.0,1055.0,4.0,49.0,10.0,0.0,0.0,0.0,173.57001,143.0,136.0,0.0,0.0,0.0,20.0,0.0,1.0,61.0,631.0,4.0,33.0,0.0,188.545998,133.2,0.0,0.0,0.0,14.8,0.0,0.6,60.8,786.7,4.5,36.9,0.2,0.5
0.0,0.0,1.0,0.0,17.0,170.7,141.0,163.0,0.0,0.0,0.0,433.0,2.0,24.0,14.0,96.0,0.0,6.0,650.0,0.0,0.0,0.0,155.587,741.2,180.3,1.2,0.1,0.0,351.3,2.2,18.8,24.6,200.1,1.3,9.5,0.1,133.34200030000002,213.4,0.0,0.0,0.0,339.0,2.7,17.1,24.0,185.3,0.3,8.2,0.2,0.5
1.0,0.0,0.0,0.0,14.0,75.199997,1889.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,261.0,2.0,14.0,8.0,0.0,0.0,0.0,84.52699909999998,1057.0,299.2,0.0,0.0,0.0,1.9,0.0,0.2,27.2,315.4,2.5,16.3,0.3,116.33,225.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,320.0,5.0,19.0,1.0,0.0
0.0,1.0,0.0,0.0,17.0,340.10001,8.0,18.0,0.0,0.0,0.0,21.0,0.0,2.0,81.0,1455.0,13.0,56.0,0.0,0.0,0.0,1.0,292.232002,41.5,47.2,0.0,0.0,0.0,16.3,0.2,0.6,87.7,1120.4,8.9,54.9,0.4,246.824996,69.1,0.0,0.0,0.0,18.2,0.1,1.1,74.6,1018.0,5.8,49.5,0.1,0.9
0.0,0.0,0.0,1.0,16.0,328.23999,65.0,21.0,4611.0,34.0,14.0,118.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,181.72,104.0,121.0,2688.0,13.0,5.0,142.0,3.0,14.0,0.0,0.0,0.0,0.0,4.0,263.131998,55.8,3736.8,24.0,9.3,184.6,2.0,13.8,0.0,0.0,0.0,0.0,1.4,3.4
